Name,house,latitude,longitude,date,deal,size,price_sqrt,price
Atif,3483804,25.091001950941056,55.268359381531106,2023-08-15,False,2020,1483.0,2995660.0
Basit,7497163,25.091001950941056,55.268359381531106,2023-04-10,False,1071,1238.0,1325898.0
Ghufran,6877576,25.091001950941056,55.268359381531106,2023-08-15,False,1672,1393.0,2329096.0
Afzal,5212533,25.091001950941056,55.268359381531106,2023-02-20,False,1221,1277.0,1559217.0
'Aziz,6164733,25.091001950941056,55.268359381531106,2023-01-13,False,1221,1277.0,1559217.0
Asiya,4757131,25.091001950941056,55.268359381531106,2023-10-05,False,775,1161.0,899775.0
Aïcha,7667525,25.091001950941056,55.268359381531106,2023-10-04,False,900,1194.0,1074600.0
Gamila,2190790,25.091001950941056,55.268359381531106,2023-02-03,False,900,1194.0,1074600.0
Ayesha,3236432,25.091001950941056,55.268359381531106,2023-07-03,False,1440,1333.0,1919520.0
Binyamin,2584709,25.091001950941056,55.268359381531106,2023-08-23,False,1521,1354.0,2059434.0
Fatemah,4607728,25.091001950941056,55.268359381531106,2023-04-22,False,1400,1323.0,1852200.0
Abdur Rashid,4758510,25.091001950941056,55.268359381531106,2023-10-12,False,2020,1483.0,2995660.0
Gawahir,5382481,25.091001950941056,55.268359381531106,2023-10-29,False,1458,1338.0,1950804.0
Balqis,7620809,25.091001950941056,55.268359381531106,2023-12-28,False,1521,1354.0,2059434.0
Abdulla,6497643,25.091001950941056,55.268359381531106,2023-09-13,False,774,1161.0,898614.0
Ghada,9200153,25.091001950941056,55.268359381531106,2023-05-24,False,2279,1550.0,3532450.0
Bassem,9816127,25.091001950941056,55.268359381531106,2023-04-05,False,999,1219.0,1217781.0
Ebrahim,6077728,25.091001950941056,55.268359381531106,2023-03-17,False,1400,1323.0,1852200.0
Fayruz,2863222,25.091001950941056,55.268359381531106,2023-04-05,False,1672,1393.0,2329096.0
Daniyah,4969649,25.091001950941056,55.268359381531106,2023-11-13,False,539,1101.0,593439.0
Fadia,5739676,25.091001950941056,55.268359381531106,2023-11-27,False,1672,1393.0,2329096.0
Dana,9388329,25.091001950941056,55.268359381531106,2023-02-16,False,1015,1223.0,1241345.0
Abdelkader,4078587,25.091001950941056,55.268359381531106,2023-02-24,False,609,1119.0,681471.0
Ashraqat,4559400,25.091001950941056,55.268359381531106,2023-11-14,False,1079,1240.0,1337960.0
Ayishah,8004876,25.091001950941056,55.268359381531106,2023-02-26,False,1672,1393.0,2329096.0
Brahim,3652853,25.091001950941056,55.268359381531106,2023-12-05,False,2279,1550.0,3532450.0
Anwar,2013333,25.091001950941056,55.268359381531106,2023-02-15,False,1221,1277.0,1559217.0
Amirah,1084820,25.091001950941056,55.268359381531106,2023-09-04,False,2020,1483.0,2995660.0
Alia,1873820,25.091001950941056,55.268359381531106,2023-04-19,False,2020,1483.0,2995660.0
Amin,9799477,25.091001950941056,55.268359381531106,2023-10-28,False,2310,1558.0,3598980.0
Bashar,6420281,25.091001950941056,55.268359381531106,2023-03-17,False,1458,1338.0,1950804.0
Fikriyya,3380617,25.091001950941056,55.268359381531106,2023-04-22,False,1071,1238.0,1325898.0
Dima,3586273,25.091001950941056,55.268359381531106,2023-07-13,False,1168,1263.0,1475184.0
Aya,5281033,25.091001950941056,55.268359381531106,2023-02-10,False,1221,1277.0,1559217.0
Bassam,6302413,25.091001950941056,55.268359381531106,2023-07-26,True,1079,1240.0,1337960.0
As'ad,1938094,25.091001950941056,55.268359381531106,2023-08-03,False,1786,1422.0,2539692.0
Ghufran,6551621,25.091001950941056,55.268359381531106,2023-04-10,False,609,1119.0,681471.0
Abul-Fazl,4316279,25.091001950941056,55.268359381531106,2023-08-16,False,1185,1267.0,1501395.0
Habib,8034557,25.091001950941056,55.268359381531106,2023-08-14,False,627,1123.0,704121.0
Gathbiyya,7756171,25.091001950941056,55.268359381531106,2023-05-05,False,1633,1383.0,2258439.0
Fareed,5231509,25.091001950941056,55.268359381531106,2023-08-11,False,1521,1354.0,2059434.0
Ammar,6416365,25.091001950941056,55.268359381531106,2023-05-26,False,1365,1314.0,1793610.0
Aziz,2507691,25.091001950941056,55.268359381531106,2023-11-26,False,1365,1314.0,1793610.0
Abdelhamid,6010740,25.091001950941056,55.268359381531106,2023-07-29,False,1360,1313.0,1785680.0
'Aziz,7989919,25.091001950941056,55.268359381531106,2023-08-17,False,1786,1422.0,2539692.0
Fakhriyya,8917494,25.091001950941056,55.268359381531106,2023-01-27,False,1786,1422.0,2539692.0
Dawud,9377866,25.091001950941056,55.268359381531106,2023-05-11,False,2574,1626.0,4185324.0
Assia,4630242,25.091001950941056,55.268359381531106,2023-01-25,False,1974,1471.0,2903754.0
Aiman,6865513,25.091001950941056,55.268359381531106,2023-09-08,False,1079,1240.0,1337960.0
Ammar,6275584,25.091001950941056,55.268359381531106,2023-12-22,False,1176,1265.0,1487640.0
Affan,5193758,25.091001950941056,55.268359381531106,2023-11-17,False,1450,1336.0,1937200.0
Ala ad-Din,3407956,25.091001950941056,55.268359381531106,2023-11-19,False,1400,1323.0,1852200.0
Dana,3086257,25.091001950941056,55.268359381531106,2023-03-16,False,627,1123.0,704121.0
Fadia,3618789,25.091001950941056,55.268359381531106,2023-12-24,False,2314,1559.0,3607526.0
Abd al-Karim,3271129,25.091001950941056,55.268359381531106,2023-12-06,False,1015,1223.0,1241345.0
Abdullah,1471423,25.091001950941056,55.268359381531106,2023-05-21,False,1058,1235.0,1306630.0
Amine,2245898,25.091001950941056,55.268359381531106,2023-06-23,False,1176,1265.0,1487640.0
Aamir,2175495,25.091001950941056,55.268359381531106,2023-08-06,False,380,1060.0,402800.0
Amaal,2109602,25.091001950941056,55.268359381531106,2023-06-05,False,1582,1370.0,2167340.0
Baha,2766102,25.091001950941056,55.268359381531106,2023-09-15,False,1582,1370.0,2167340.0
Abd al-Wali,5835239,25.091001950941056,55.268359381531106,2023-03-29,False,507,1092.0,553644.0
Ansar,4346689,25.091001950941056,55.268359381531106,2023-12-31,True,2314,1559.0,3607526.0
Abdelhamid,8867561,25.091001950941056,55.268359381531106,2023-07-31,False,549,1103.0,605547.0
Abdelmajid,5886571,25.091001950941056,55.268359381531106,2023-10-09,False,1633,1383.0,2258439.0
Adila,4742221,25.091001950941056,55.268359381531106,2023-05-04,False,609,1119.0,681471.0
Gafar,2320034,25.091001950941056,55.268359381531106,2023-09-05,False,1360,1313.0,1785680.0
Fatima,5142974,25.091001950941056,55.268359381531106,2023-02-13,False,3330,1821.0,6063930.0
Galal,8622716,25.091001950941056,55.268359381531106,2023-12-20,False,5232,2312.0,12096384.0
Fizza,2970763,25.091001950941056,55.268359381531106,2023-02-26,False,1071,1238.0,1325898.0
Abd al-Rashid,3615881,25.091001950941056,55.268359381531106,2023-10-03,False,1458,1338.0,1950804.0
Dania,3148646,25.091001950941056,55.268359381531106,2023-04-28,False,1058,1235.0,1306630.0
Ahmad,4351255,25.091001950941056,55.268359381531106,2023-03-19,False,935,1203.0,1124805.0
Abd al-Kader,3176864,25.091001950941056,55.268359381531106,2023-04-08,False,768,1160.0,890880.0
Aali,9817624,25.091001950941056,55.268359381531106,2023-03-08,False,5232,2312.0,12096384.0
'Ali,6324418,25.091001950941056,55.268359381531106,2023-09-03,False,900,1194.0,1074600.0
Akbar,8823075,25.091001950941056,55.268359381531106,2023-11-21,False,900,1194.0,1074600.0
Ayishah,6257354,25.091001950941056,55.268359381531106,2023-09-13,False,1350,1310.0,1768500.0
Brahim,5044111,25.091001950941056,55.268359381531106,2023-06-19,False,1221,1277.0,1559217.0
Ghayth,2587864,25.091001950941056,55.268359381531106,2023-09-22,False,768,1160.0,890880.0
Barak,1181410,25.091001950941056,55.268359381531106,2023-10-17,False,2020,1483.0,2995660.0
Fizza,5304283,25.091001950941056,55.268359381531106,2023-04-14,False,1079,1240.0,1337960.0
Gawahir,9471927,25.091001950941056,55.268359381531106,2023-10-02,False,999,1219.0,1217781.0
Fahima,2900130,25.091001950941056,55.268359381531106,2023-05-22,False,3930,1976.0,7765680.0
Aminah,3416074,25.091001950941056,55.268359381531106,2023-09-05,False,3330,1821.0,6063930.0
Farag,2721692,25.091001950941056,55.268359381531106,2023-01-01,False,2024,1484.0,3003616.0
Aamir,3916447,25.091001950941056,55.268359381531106,2023-03-15,False,1786,1422.0,2539692.0
Guda,7035253,25.091001950941056,55.268359381531106,2023-02-20,True,2279,1550.0,3532450.0
Fayruz,7664046,25.091001950941056,55.268359381531106,2023-11-28,False,1058,1235.0,1306630.0
Abdul Aziz,3098247,25.091001950941056,55.268359381531106,2023-05-05,False,1786,1422.0,2539692.0
Faruk,1661347,25.091001950941056,55.268359381531106,2023-04-16,False,1786,1422.0,2539692.0
Anass,8289517,25.091001950941056,55.268359381531106,2023-08-26,False,1071,1238.0,1325898.0
Fahima,5506728,25.091001950941056,55.268359381531106,2023-10-15,False,1400,1323.0,1852200.0
Bahija,6539592,25.091001950941056,55.268359381531106,2023-10-02,False,2024,1484.0,3003616.0
Alia,8119553,25.091001950941056,55.268359381531106,2023-01-31,False,2279,1550.0,3532450.0
Dania,6407867,25.091001950941056,55.268359381531106,2023-03-15,False,938,1204.0,1129352.0
Faisal,7089399,25.091001950941056,55.268359381531106,2023-04-13,False,2574,1626.0,4185324.0
Gabir,3301466,25.091001950941056,55.268359381531106,2023-06-19,False,2574,1626.0,4185324.0
Alia,6909543,25.091001950941056,55.268359381531106,2023-10-13,False,774,1161.0,898614.0
Gawahir,9354996,25.091001950941056,55.268359381531106,2023-11-13,False,1440,1333.0,1919520.0
Farrah,9438402,25.091001950941056,55.268359381531106,2023-03-30,False,1582,1370.0,2167340.0
Ghalib,7736564,25.091001950941056,55.268359381531106,2023-07-20,False,768,1160.0,890880.0
Abdur Rahman,9110655,25.091001950941056,55.268359381531106,2023-11-25,False,935,1203.0,1124805.0
Duha,8728396,25.091001950941056,55.268359381531106,2023-12-09,False,1440,1333.0,1919520.0
Ghalib,4343248,25.091001950941056,55.268359381531106,2023-08-05,False,5232,2312.0,12096384.0
Gamal,1304456,25.091001950941056,55.268359381531106,2023-10-10,False,1400,1323.0,1852200.0
Gawdat,4033332,25.091001950941056,55.268359381531106,2023-10-25,False,1440,1333.0,1919520.0
Botros,7726716,25.091001950941056,55.268359381531106,2023-07-20,False,5232,2312.0,12096384.0
Al-Hasan,5256273,25.091001950941056,55.268359381531106,2023-10-06,False,1168,1263.0,1475184.0
Amaal,2972148,25.091001950941056,55.268359381531106,2023-11-20,False,5232,2312.0,12096384.0
Aaliyah,1628728,25.091001950941056,55.268359381531106,2023-01-21,False,1400,1323.0,1852200.0
Abdulla,1264368,25.091001950941056,55.268359381531106,2023-08-31,False,1360,1313.0,1785680.0
Daniyal,3209974,25.091001950941056,55.268359381531106,2023-01-01,False,3330,1821.0,6063930.0
Abd al-Aziz,4797511,25.091001950941056,55.268359381531106,2023-06-04,False,1221,1277.0,1559217.0
Fakhriyya,2434028,25.091001950941056,55.268359381531106,2023-07-20,False,1400,1323.0,1852200.0
Fahima,3552117,25.091001950941056,55.268359381531106,2023-05-02,False,1071,1238.0,1325898.0
Abd al-Wali,3665869,25.091001950941056,55.268359381531106,2023-05-17,False,759,1157.0,878163.0
Budur,5356752,25.091001950941056,55.268359381531106,2023-01-20,False,3172,1780.0,5646160.0
Abdur Rahim,1690972,25.091001950941056,55.268359381531106,2023-10-20,False,1440,1333.0,1919520.0
Aamir,1988822,25.091001950941056,55.268359381531106,2023-03-13,False,1672,1393.0,2329096.0
Abd al-Rahman,3620270,25.091001950941056,55.268359381531106,2023-12-29,False,1400,1323.0,1852200.0
'Aisha,9226962,25.091001950941056,55.268359381531106,2023-12-08,True,1302,1298.0,1689996.0
Bakr,3830418,25.091001950941056,55.268359381531106,2023-06-15,False,900,1194.0,1074600.0
Dania,3368637,25.091001950941056,55.268359381531106,2023-08-29,False,999,1219.0,1217781.0
'Ammar,4822170,25.091001950941056,55.268359381531106,2023-07-12,False,1400,1323.0,1852200.0
Al-Amir,4396826,25.091001950941056,55.268359381531106,2023-01-21,False,3172,1780.0,5646160.0
Dema,8776646,25.091001950941056,55.268359381531106,2023-06-01,False,1058,1235.0,1306630.0
Affan,3028879,25.091001950941056,55.268359381531106,2023-04-10,False,1185,1267.0,1501395.0
Abdessalam,9556019,25.091001950941056,55.268359381531106,2023-04-17,False,1786,1422.0,2539692.0
Burhanuddin,8328345,25.091001950941056,55.268359381531106,2023-05-27,False,900,1194.0,1074600.0
Dalal,8238496,25.091001950941056,55.268359381531106,2023-11-11,False,1440,1333.0,1919520.0
Guda,2377510,25.091001950941056,55.268359381531106,2023-06-02,False,2020,1483.0,2995660.0
Aliya,4184685,25.091001950941056,55.268359381531106,2023-09-07,False,935,1203.0,1124805.0
Arwa,2677009,25.091001950941056,55.268359381531106,2023-08-13,False,1521,1354.0,2059434.0
Alia,4592445,25.091001950941056,55.268359381531106,2023-09-10,False,900,1194.0,1074600.0
Abdus Salam,4801455,25.091001950941056,55.268359381531106,2023-09-29,False,935,1203.0,1124805.0
Fakhriyya,8273237,25.091001950941056,55.268359381531106,2023-10-21,False,999,1219.0,1217781.0
Danya,7333676,25.091001950941056,55.268359381531106,2023-03-23,False,1672,1393.0,2329096.0
Ghayth,4889272,25.091001950941056,55.268359381531106,2023-12-22,True,1440,1333.0,1919520.0
Ghaliya,5195087,25.091001950941056,55.268359381531106,2023-04-01,False,609,1119.0,681471.0
Daniyal,4358416,25.091001950941056,55.268359381531106,2023-02-18,False,5232,2312.0,12096384.0
Gathbiyya,6344239,25.091001950941056,55.268359381531106,2023-09-24,False,507,1092.0,553644.0
Amine,2889115,25.091001950941056,55.268359381531106,2023-07-27,False,3930,1976.0,7765680.0
Fariha,6196051,25.091001950941056,55.268359381531106,2023-12-22,False,1071,1238.0,1325898.0
Asiya,8554474,25.091001950941056,55.268359381531106,2023-06-22,False,3330,1821.0,6063930.0
Duha,1082789,25.091001950941056,55.268359381531106,2023-03-29,False,2314,1559.0,3607526.0
Gabir,4850522,25.091001950941056,55.268359381531106,2023-01-25,False,1672,1393.0,2329096.0
Barack,2148248,25.091001950941056,55.268359381531106,2023-05-26,False,5232,2312.0,12096384.0
Aminah,1632568,25.091001950941056,55.268359381531106,2023-11-18,False,1360,1313.0,1785680.0
Dua,9939998,25.091001950941056,55.268359381531106,2023-12-26,False,1176,1265.0,1487640.0
As'ad,7394570,25.091001950941056,55.268359381531106,2023-01-19,False,1400,1323.0,1852200.0
Fayruz,7853952,25.091001950941056,55.268359381531106,2023-05-25,False,3172,1780.0,5646160.0
Brahim,8078754,25.091001950941056,55.268359381531106,2023-05-04,False,1350,1310.0,1768500.0
Fadil,1102234,25.091001950941056,55.268359381531106,2023-01-03,False,1360,1313.0,1785680.0
Ata,4591938,25.091001950941056,55.268359381531106,2023-03-06,False,1786,1422.0,2539692.0
Aysha,8313163,25.091001950941056,55.268359381531106,2023-07-30,False,1071,1238.0,1325898.0
Akbar,5985564,25.091001950941056,55.268359381531106,2023-09-27,False,768,1160.0,890880.0
Ebrahim,5838863,25.091001950941056,55.268359381531106,2023-09-07,False,1071,1238.0,1325898.0
Danya,6976865,25.091001950941056,55.268359381531106,2023-05-15,False,1365,1314.0,1793610.0
Esmail,6747837,25.091001950941056,55.268359381531106,2023-12-28,False,999,1219.0,1217781.0
Aisha,4226417,25.091001950941056,55.268359381531106,2023-06-11,False,1071,1238.0,1325898.0
Abd al-Salam,2804068,25.091001950941056,55.268359381531106,2023-04-25,False,1360,1313.0,1785680.0
Burhan ad-Din,8415618,25.091001950941056,55.268359381531106,2023-08-19,False,900,1194.0,1074600.0
Farida,8949603,25.091001950941056,55.268359381531106,2023-01-09,False,507,1092.0,553644.0
Faysal,7801186,25.091001950941056,55.268359381531106,2023-10-12,False,774,1161.0,898614.0
Abderrahim,3876847,25.091001950941056,55.268359381531106,2023-01-06,True,1786,1422.0,2539692.0
Farida,5153330,25.091001950941056,55.268359381531106,2023-12-03,False,3930,1976.0,7765680.0
Abu Bakr,7719026,25.091001950941056,55.268359381531106,2023-12-21,False,3172,1780.0,5646160.0
Aliyyah,9948039,25.091001950941056,55.268359381531106,2023-08-18,False,507,1092.0,553644.0
Abd al-Hamid,8667949,25.091001950941056,55.268359381531106,2023-01-02,False,539,1101.0,593439.0
Fatma,3164961,25.091001950941056,55.268359381531106,2023-10-11,False,549,1103.0,605547.0
Aamir,6334866,25.091001950941056,55.268359381531106,2023-10-05,False,2574,1626.0,4185324.0
Fathiyya,8050757,25.091001950941056,55.268359381531106,2023-11-23,False,627,1123.0,704121.0
Daniyal,6901436,25.091001950941056,55.268359381531106,2023-02-20,False,900,1194.0,1074600.0
Azra,8540731,25.091001950941056,55.268359381531106,2023-11-13,False,775,1161.0,899775.0
Abdul Rahman,5420278,25.091001950941056,55.268359381531106,2023-09-13,False,1950,1465.0,2856750.0
Dalal,4926790,25.091001950941056,55.268359381531106,2023-08-29,False,900,1194.0,1074600.0
Daniyah,5208552,25.091001950941056,55.268359381531106,2023-12-01,False,3172,1780.0,5646160.0
Fathi,4395002,25.091001950941056,55.268359381531106,2023-03-27,False,1582,1370.0,2167340.0
Basima,8633378,25.091001950941056,55.268359381531106,2023-12-17,False,1950,1465.0,2856750.0
Dalal,6232980,25.091001950941056,55.268359381531106,2023-02-12,False,1360,1313.0,1785680.0
Abd al-Aziz,8129586,25.091001950941056,55.268359381531106,2023-09-19,False,774,1161.0,898614.0
Akbar,2973520,25.091001950941056,55.268359381531106,2023-07-24,False,2020,1483.0,2995660.0
Farrah,5331215,25.091001950941056,55.268359381531106,2023-10-13,False,3930,1976.0,7765680.0
Fajr,5285338,25.091001950941056,55.268359381531106,2023-08-19,False,1786,1422.0,2539692.0
Aishah,4394466,25.091001950941056,55.268359381531106,2023-03-24,False,2574,1626.0,4185324.0
'Abbas,7575928,25.091001950941056,55.268359381531106,2023-03-09,False,1400,1323.0,1852200.0
Alya,5718607,25.091001950941056,55.268359381531106,2023-01-10,False,1582,1370.0,2167340.0
Al-Amir,6413619,25.091001950941056,55.268359381531106,2023-02-03,False,1786,1422.0,2539692.0
Anwer,2150719,25.091001950941056,55.268359381531106,2023-10-04,False,1786,1422.0,2539692.0
Alya,7252938,25.091001950941056,55.268359381531106,2023-08-28,False,1786,1422.0,2539692.0
Amna,8558221,25.091001950941056,55.268359381531106,2023-05-29,False,609,1119.0,681471.0
Aida,1971969,25.091001950941056,55.268359381531106,2023-01-13,False,759,1157.0,878163.0
Baha,7714026,25.091001950941056,55.268359381531106,2023-01-24,False,3172,1780.0,5646160.0
Fakhri,1794166,25.091001950941056,55.268359381531106,2023-01-10,False,2574,1626.0,4185324.0
Fawziya,4964876,25.091001950941056,55.268359381531106,2023-04-16,False,1672,1393.0,2329096.0
Anwar,7145588,25.091001950941056,55.268359381531106,2023-03-01,False,1672,1393.0,2329096.0
Abbas,3318457,25.091001950941056,55.268359381531106,2023-08-20,False,627,1123.0,704121.0
Bahija,8837774,25.091001950941056,55.268359381531106,2023-12-10,False,3330,1821.0,6063930.0
Faysal,5599141,25.091001950941056,55.268359381531106,2023-03-18,False,451,1078.0,486178.0
Abdessalam,3178303,25.091001950941056,55.268359381531106,2023-12-21,False,507,1092.0,553644.0
Ayoub,6174804,25.091001950941056,55.268359381531106,2023-07-21,False,2020,1483.0,2995660.0
Barak,7253225,25.091001950941056,55.268359381531106,2023-02-05,False,900,1194.0,1074600.0
Ali,7317148,25.091001950941056,55.268359381531106,2023-11-30,False,5232,2312.0,12096384.0
Fatemah,3496147,25.091001950941056,55.268359381531106,2023-02-19,False,1786,1422.0,2539692.0
Farhana,6908546,25.091001950941056,55.268359381531106,2023-03-02,False,1058,1235.0,1306630.0
Daniyal,6074398,25.091001950941056,55.268359381531106,2023-07-28,False,1176,1265.0,1487640.0
Basil,3546202,25.091001950941056,55.268359381531106,2023-05-16,False,1582,1370.0,2167340.0
Abdul Aziz,9950743,25.091001950941056,55.268359381531106,2023-09-24,False,774,1161.0,898614.0
Ayoub,1044847,25.091001950941056,55.268359381531106,2023-09-11,False,1786,1422.0,2539692.0
Daniyah,9987536,25.091001950941056,55.268359381531106,2023-04-19,False,900,1194.0,1074600.0
Bahij,7174594,25.091001950941056,55.268359381531106,2023-01-17,False,1786,1422.0,2539692.0
Abd ar-Rashid,4670705,25.091001950941056,55.268359381531106,2023-09-06,False,2020,1483.0,2995660.0
Botros,7318610,25.091001950941056,55.268359381531106,2023-09-11,False,2020,1483.0,2995660.0
Abdul Hamid,4187264,25.091001950941056,55.268359381531106,2023-05-29,False,768,1160.0,890880.0
Faiz,4267697,25.091001950941056,55.268359381531106,2023-12-04,False,1358,1312.0,1781696.0
Ala,3454052,25.091001950941056,55.268359381531106,2023-09-24,False,3172,1780.0,5646160.0
Assia,5569697,25.091001950941056,55.268359381531106,2023-12-02,False,1358,1312.0,1781696.0
Abdul Aziz,7665085,25.091001950941056,55.268359381531106,2023-11-20,False,935,1203.0,1124805.0
Aminah,4714658,25.091001950941056,55.268359381531106,2023-12-11,False,1450,1336.0,1937200.0
Atif,1768690,25.091001950941056,55.268359381531106,2023-04-08,False,900,1194.0,1074600.0
Amina,1219458,25.091001950941056,55.268359381531106,2023-08-14,False,1450,1336.0,1937200.0
Danial,6694279,25.091001950941056,55.268359381531106,2023-09-11,False,1185,1267.0,1501395.0
Faraj,1849853,25.091001950941056,55.268359381531106,2023-08-09,False,2279,1550.0,3532450.0
Furqan,9761957,25.091001950941056,55.268359381531106,2023-04-28,False,627,1123.0,704121.0
Amira,7157285,25.091001950941056,55.268359381531106,2023-12-05,False,935,1203.0,1124805.0
Eman,7213571,25.091001950941056,55.268359381531106,2023-09-07,False,1633,1383.0,2258439.0
Anwer,4031765,25.091001950941056,55.268359381531106,2023-12-26,False,1365,1314.0,1793610.0
Fathi,4382694,25.091001950941056,55.268359381531106,2023-02-12,False,1786,1422.0,2539692.0
Ghulam,4416017,25.091001950941056,55.268359381531106,2023-08-11,True,1071,1238.0,1325898.0
Fayza,8905171,25.091001950941056,55.268359381531106,2023-11-30,False,1633,1383.0,2258439.0
Ashraqat,5822761,25.091001950941056,55.268359381531106,2023-03-04,False,549,1103.0,605547.0
Anis,9690438,25.091001950941056,55.268359381531106,2023-04-18,False,1786,1422.0,2539692.0
'Ali,2048568,25.091001950941056,55.268359381531106,2023-11-07,False,1360,1313.0,1785680.0
Abdul,4380213,25.091001950941056,55.268359381531106,2023-07-18,False,1079,1240.0,1337960.0
Amira,2012439,25.091001950941056,55.268359381531106,2023-01-07,False,507,1092.0,553644.0
Bahiga,2240434,25.091001950941056,55.268359381531106,2023-07-07,False,1360,1313.0,1785680.0
Asim,3429194,25.091001950941056,55.268359381531106,2023-03-03,False,1786,1422.0,2539692.0
Aaliyah,1595792,25.091001950941056,55.268359381531106,2023-09-23,False,2024,1484.0,3003616.0
Fatema,7432361,25.091001950941056,55.268359381531106,2023-11-15,False,549,1103.0,605547.0
'Abla,1281437,25.091001950941056,55.268359381531106,2023-03-30,False,999,1219.0,1217781.0
Ata,5077199,25.091001950941056,55.268359381531106,2023-03-09,False,2574,1626.0,4185324.0
